,hospital_id,name,address,status,ownership_information,city_id
563,0015895448,HEALDSBURG HOSPITAL,1375 UNIVERSITY AVE,OPEN,PROPRIETARY,1840020242
564,0031694533,NORTHBAY MEDICAL CENTER,1200 B GALE WILSON BLVD,OPEN,NON-PROFIT,1840020253
565,0019594590,KAISER FOUNDATION HOSPITAL AND REHAB CENTER - VALLEJO,975 SERENO DR,OPEN,NON-PROFIT,1840021499
566,0047995453,SUTTER LAKESIDE HOSPITAL,5176 HILL RD E,OPEN,NON-PROFIT,1840020220
567,0027195521,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,OPEN,PROPRIETARY,1840009422
568,0028495437,ADVENTIST HEALTH MENDOCINO COAST,700 RIVER DR,OPEN,NON-PROFIT,1840020189
569,0033895472,SONOMA SPECIALTY HOSPITAL,501 PETALUMA AVE,OPEN,PROPRIETARY,1840021489
570,0034894954,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,OPEN,PROPRIETARY,1840020244
571,0036794558,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,OPEN,PROPRIETARY,1840020241
572,0045295422,ADVENTIST HEALTH CLEARLAKE,15630 18TH AVE,OPEN,NON-PROFIT,1840028139
573,0037195540,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,3300 RENNER DR,OPEN,PROPRIETARY,1840009553
574,0047595531,SUTTER COAST HOSPITAL,800 E WASHINGTON BLVD,OPEN,NON-PROFIT,1840018707
575,0043995476,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021490
576,0017595542,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR ST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840009251
577,0045795501,PROVIDENCE ST. JOSEPH HOSPITAL,2700 DOLBEER ST,OPEN,PROPRIETARY,1840009558
578,0048594590,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DRIVE,OPEN,NON-PROFIT,1840021499
579,0014495501,THE GENERAL HOSPITAL,2200 HARRISON AVE,OPEN,PROPRIETARY,1840009558
580,0167795482,ADVENTIST HEALTH UKIAH VALLEY,275 HOSPITAL DR,OPEN,NON-PROFIT,1840021420
581,0045394590,ADVENTIST HEALTH VALLEJO,525 OREGON ST,OPEN,NON-PROFIT,1840021499
582,0031795687,NORTHBAY VACAVALLEY HOSPITAL,1000 NUT TREE RD,OPEN,NON-PROFIT,1840021498
583,0020595403,KAISER FOUNDATION HOSPITAL - SANTA ROSA,401 BICENTENNIAL WAY,OPEN,NON-PROFIT,1840021488
584,0041595501,SEMPERVIRENS,720 WOOD ST,OPEN,NOT AVAILABLE,1840009558
585,0020394903,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,99 MONTECILLO RD,OPEN,NON-PROFIT,1840021513
586,0022694914,KENTFIELD HOSPITAL,1125 SIR FRANCIS DRAKE BLVD,OPEN,PROPRIETARY,1840017603
587,0032394945,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,OPEN,NON-PROFIT,1840020260
588,0015093308,GOOD SAMARITAN HOSPITAL,901 OLIVE DR,OPEN,PROPRIETARY,1840019148
589,0009993215,ADVENTIST HEALTH DELANO,1401 GARCES HWY,OPEN,NON-PROFIT,1840019151
590,0002993301,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,OPEN,NON-PROFIT,1840019148
591,0022793306,KERN MEDICAL CENTER,1700 MOUNT VERNON AVE,OPEN,GOVERNMENT - LOCAL,1840019148
592,0022893240,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840017823
593,0196784354,KERN MEDICAL CENTER D/P APH,1700 MOUNT VERNON AVE,OPEN,GOVERNMENT - LOCAL,1840019148
594,0028893301,MERCY HOSPITAL,2215 TRUXTUN AVE,OPEN,NON-PROFIT,1840019148
595,0037693555,RIDGECREST REGIONAL HOSPITAL,1081 N CHINA LAKE BLVD,OPEN,NON-PROFIT,1840020417
596,0039393301,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVE,OPEN,NON-PROFIT,1840019148
597,0196784109,ADVENTIST HEALTH TEHACHAPI VALLEY,1100 MAGELLAN DR,OPEN,NON-PROFIT,1840021737
598,0016093309,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD,5001 COMMERCE DR,OPEN,PROPRIETARY,1840019148
599,0196784355,GOOD SAMARITAN HOSPITAL D/P APH,901 OLIVE DR,OPEN,PROPRIETARY,1840019148
600,0029493311,MERCY SOUTHWEST HOSPITAL,400 OLD RIVER RD,OPEN,NON-PROFIT,1840019148
601,0002893308,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVE,OPEN,PROPRIETARY,1840019148
602,0022193291,KAWEAH HEALTH MEDICAL CENTER,400 W MINERAL KING AVE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021639
603,0022093277,KAWEAH HEALTH MENTAL HEALTH HOSPITAL,1100 S AKERS ST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840021639
604,0043293257,SIERRA VIEW MEDICAL CENTER,465 W PUTNAM AVE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020368
605,0050393274,ADVENTIST HEALTH TULARE,869 N CHERRY ST,OPEN,NON-PROFIT,1840021638
606,0001094704,ALTA BATES SUMMIT MEDICAL CENTER - HERRICK CAMPUS,2001 DWIGHT WAY,OPEN,NON-PROFIT,1840018914
607,0000694501,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,OPEN,GOVERNMENT - LOCAL,1840018913
608,0000994705,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMPUS,2450 ASHBY AVENUE,OPEN,NON-PROFIT,1840018914
609,0006494609,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,747 52ND STREET,OPEN,NON-PROFIT,1840020296
610,0047794509,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,OPEN,NON-PROFIT,1840018903
611,0031194609,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,3012 SUMMIT STREET,OPEN,NON-PROFIT,1840020296
612,0000594602,HIGHLAND HOSPITAL,1411 E 31ST STREET,OPEN,GOVERNMENT - LOCAL,1840020296
613,0046694545,ST ROSE HOSPITAL,27200 CALAROGA AVENUE,OPEN,NON-PROFIT,1840020293
614,0052394538,WASHINGTON HOSPITAL,2000 MOWRY AVENUE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020292
615,0023394577,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,2800 BENEDICT DRIVE,OPEN,PROPRIETARY,1840021538
616,0011594546,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,OPEN,NON-PROFIT,1840017620
617,0000494578,FAIRMONT HOSPITAL,15400 FOOTHILL BOULEVARD,OPEN,GOVERNMENT - LOCAL,1840021538
618,0018194598,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY ROAD,OPEN,NON-PROFIT,1840021531
619,0019294611,KAISER FOUNDATION HOSPITAL - OAKLAND - RICHMOND,275 WEST MACARTHUR BOULEVARD,OPEN,NON-PROFIT,1840020296
620,0020994596,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,OPEN,NON-PROFIT,1840021531
621,0019694804,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,901 NEVIN AVENUE,OPEN,NON-PROFIT,1840020277
622,0008894553,CONTRA COSTA REGIONAL MEDICAL CENTER,2500 ALHAMBRA AVENUE,OPEN,GOVERNMENT - LOCAL,1840020278
623,0018094520,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST STREET,OPEN,NON-PROFIT,1840018905
624,0051494550,VALLEY MEMORIAL HOSPITAL,1111 E STANLEY BOULEVARD,OPEN,NON-PROFIT,1840020294
625,0001294609,ALTA BATES SUMMIT MEDICAL CENTER - SUMMIT CAMPUS,3100 SUMMIT STREET,OPEN,NON-PROFIT,1840020296
626,0196784356,ABSMC - HERRICK CAMPUS D/P APH,2001 DWIGHT WAY,OPEN,NON-PROFIT,1840018914
627,0196784357,CONTRA COSTA REGIONAL MEDICAL CENTER D/P APH,2500 ALHAMBRA AVENUE,OPEN,GOVERNMENT - LOCAL,1840020278
628,0196784358,JOHN GEORGE PSYCHIATRIC HOSPITAL,2060 FAIRMONT DRIVE,OPEN,GOVERNMENT - LOCAL,1840021538
629,0001194609,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OPEN,NON-PROFIT,1840020296
630,0040194583,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,7777 NORRIS CANYON ROAD,OPEN,PROPRIETARY,1840021530
631,0040094583,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,OPEN,PROPRIETARY,1840021530
632,0013694538,FREMONT HOSPITAL,39001 SUNDALE DRIVE,OPEN,PROPRIETARY,1840020292
633,0051694588,STANFORD HEALTH CARE - VALLEYCARE,5555 W LAS POSITAS BOULEVARD,OPEN,NON-PROFIT,1840020298
634,0017994520,JOHN MUIR BEHAVIORAL HEALTH CENTER,2740 GRANT STREET,OPEN,NON-PROFIT,1840018905
635,0196784359,VALLEY MEMORIAL HOSPITAL D/P APH,1111 E STANLEY BOULEVARD,OPEN,NON-PROFIT,1840020294
636,0018694538,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PARKWAY,OPEN,NON-PROFIT,1840020292
637,0040695405,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,OPEN,PROPRIETARY,1840021488
638,0040795405,PROVIDENCE SANTA ROSA MEMORIAL HOSPITAL,151 SOTOYOME ST,OPEN,PROPRIETARY,1840021488
639,0031294558,DEPARTMENT OF STATE HOSPITALS - NAPA,2100 NAPA VALLEJO HWY,OPEN,GOVERNMENT - STATE,1840020241
640,0002293423,DEPARTMENT OF STATE HOSPITALS - ATASCADERO,10333 EL CAMINO REAL,OPEN,GOVERNMENT - STATE,1840019126
641,0073790650,DEPARTMENT OF STATE HOSPITALS - METROPOLITAN,11401 SOUTH BLOOMFIELD AVE,OPEN,GOVERNMENT - STATE,1840020501
642,0035493258,PORTERVILLE DEVELOPMENTAL CENTER,26501 AVENUE 140,OPEN,GOVERNMENT - STATE,1840020368
643,0006694133,CHINESE HOSPITAL,845 JACKSON ST,OPEN,NON-PROFIT,1840021543
644,0039994403,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,OPEN,GOVERNMENT - LOCAL,1840021551
645,0020194115,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,OPEN,NON-PROFIT,1840021543
646,0020894080,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,OPEN,NON-PROFIT,1840021552
647,0019494063,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BLVD,OPEN,NON-PROFIT,1840020304
648,0025094116,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,375 LAGUNA HONDA BLVD,OPEN,GOVERNMENT - LOCAL,1840021543
649,0050794115,UCSF MEDICAL CENTER AT MOUNT ZION,1600 DIVISADERO ST,OPEN,GOVERNMENT - STATE,1840021543
650,0030094010,MILLS - PENINSULA MEDICAL CENTER,1501 TROUSDALE DR,OPEN,NON-PROFIT,1840018925
651,0070594110,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS AND ORTHOPEDIC IN,3555 CESAR CHAVEZ,OPEN,NON-PROFIT,1840021543
652,0039094110,PRISCILLA CHAN AND MARK ZUCKERBERG SAN FRANCISCO GENERAL HOSPITAL AND TRAUMA CENTER,1001 POTRERO AVE,OPEN,GOVERNMENT - LOCAL,1840021543
653,0185394109,CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,1101 VAN NESS AVE,OPEN,NON-PROFIT,1840021543
654,0070494117,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS,601 DUBOCE AVE,OPEN,NON-PROFIT,1840021543
655,0041794062,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,OPEN,NON-PROFIT,1840020304
656,0041894015,AHMC SETON MEDICAL CENTER,1900 SULLIVAN AVE,OPEN,PROPRIETARY,1840018926
657,0041994038,AHMC SETON MEDICAL CENTER COASTSIDE,600 MARINE BLVD,OPEN,PROPRIETARY,1840018923
658,0045094109,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,OPEN,NON-PROFIT,1840021543
659,0046594117,ST. MARY'S MEDICAL CENTER,450 STANYAN ST,OPEN,NON-PROFIT,1840021543
660,0050694122,UCSF MEDICAL CENTER,505 PARNASSUS AVE,OPEN,GOVERNMENT - STATE,1840021543
661,0025294143,LANGLEY PORTER PSYCHIATRIC INSTITUTE,401 PARNASSUS AVE,OPEN,GOVERNMENT - STATE,1840021543
662,0196784360,ST. MARY'S MEDICAL CENTER D/P APH,450 STANYAN ST,OPEN,NON-PROFIT,1840021543
663,0196784361,SAINT FRANCIS MEMORIAL HOSPITAL D/P APH,900 HYDE ST,OPEN,NON-PROFIT,1840021543
664,0196784112,CALIFORNIA PACIFIC MEDICAL CENTER - D/P APH,2323 SACRAMENTO ST,OPEN,NON-PROFIT,1840021543
665,0196784362,SAN MATEO MEDICAL CENTER D/P APH,222 W 39TH AVE,OPEN,GOVERNMENT - LOCAL,1840021551
666,0196784363,AHMC SETON MEDICAL CENTER D/P APH,1900 SULLIVAN AVE,OPEN,PROPRIETARY,1840018926
667,0017694112,JEWISH HOME AND REHAB CENTER,302 SILVER AVE,OPEN,NON-PROFIT,1840021543
668,0196784364,SAN FRANCISCO GENERAL HOSPITAL D/P APH,1001 POTRERO AVE,OPEN,GOVERNMENT - LOCAL,1840021543
669,0070494118,CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL D/P APH,601 DUBOCE AVE,OPEN,NON-PROFIT,1840021543
670,0004195948,ORCHARD HOSPITAL,240 SPRUCE ST,OPEN,NON-PROFIT,1840020181
671,0012495926,ENLOE MEDICAL CENTER - COHASSET,560 COHASSET RD,OPEN,NON-PROFIT,1840018778
672,0011496122,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 1ST AVE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020177
673,0014895988,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,OPEN,PROPRIETARY,1840021438
674,0003196130,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DR,OPEN,PROPRIETARY,1840021348
675,0074096028,MAYERS MEMORIAL HOSPITAL,43563 STATE HIGHWAY 299 E,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840017492
676,0029196001,MERCY MEDICAL CENTER REDDING,2175 ROSALINE AVE,OPEN,NON-PROFIT,1840020141
677,0030696101,MODOC MEDICAL CENTER,1111 N NAGLE STREET,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840018708
678,0029296067,MERCY MEDICAL CENTER MT. SHASTA,914 PINE ST,OPEN,NON-PROFIT,1840020106
679,0012595926,ENLOE MEDICAL CENTER - ESPLANADE,1531 ESPLANADE,OPEN,NON-PROFIT,1840018778
680,0033295966,OROVILLE HOSPITAL,2767 OLIVE HWY,OPEN,NON-PROFIT,1840020182
681,0035195971,PLUMAS DISTRICT HOSPITAL,1065 BUCKS LAKE RD,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840018768
682,0042796001,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,OPEN,PROPRIETARY,1840020141
683,0041696020,SENECA DISTRICT HOSPITAL,130 BRENTWOOD DR,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840017516
684,0012796097,FAIRCHILD MEDICAL CENTER,444 BRUCE ST,OPEN,NON-PROFIT,1840021320
685,0044896080,ST. ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DR,OPEN,NON-PROFIT,1840020176
686,0047196104,SURPRISE VALLEY COMMUNITY HOSPITAL,741 N MAIN ST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840022386
687,0050296093,TRINITY HOSPITAL,60 EASTER AVENUE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840018721
688,0007995932,COLUSA MEDICAL CENTER,199 E WEBSTER ST,OPEN,PROPRIETARY,1840018810
689,0037595901,ADVENTIST HEALTH AND RIDEOUT,726 4TH ST,OPEN,NON-PROFIT,1840020219
690,0043195945,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,OPEN,NON-PROFIT,1840020225
691,0048996160,TAHOE FOREST HOSPITAL,10121 PINE AVE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840022462
692,0196784365,ENLOE MEDICAL CENTER - COHASSET D/P APH,560 COHASSET RD,OPEN,NON-PROFIT,1840018778
693,0012695926,ENLOE REHABILITATION CENTER,340 W EAST AVE,OPEN,NON-PROFIT,1840018778
694,0074796001,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2801 EUREKA WAY,OPEN,PROPRIETARY,1840020141
695,0034696001,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,OPEN,PROPRIETARY,1840020141
696,0070292311,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW ST,OPEN,PROPRIETARY,1840019118
697,0003592315,BEAR VALLEY COMMUNITY HOSPITAL,41870 GARSTIN DR,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019119
698,0006791710,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,OPEN,PROPRIETARY,1840019114
699,0027393546,MAMMOTH HOSPITAL,85 SIERRA PARK RD,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840022493
700,0072091763,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,OPEN,PROPRIETARY,1840020408
701,0016692252,HI - DESERT MEDICAL CENTER,6601 WHITE FEATHER RD,OPEN,PROPRIETARY,1840017802
702,0018592335,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,OPEN,NON-PROFIT,1840020402
703,0025692354,LOMA LINDA UNIVERSITY MEDICAL CENTER EAST CAMPUS HOSPITAL,25333 BARTON RD,OPEN,NON-PROFIT,1840020406
704,0025992354,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 ANDERSON ST,OPEN,NON-PROFIT,1840020406
705,0007892363,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,OPEN,NON-PROFIT,1840020409
706,0032093514,NORTHERN INYO HOSPITAL,150 PIONEER LN,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840018955
707,0023991764,KINDRED HOSPITAL ONTARIO,550 N MONTEREY AVE,OPEN,PROPRIETARY,1840020410
708,0037092373,REDLANDS COMMUNITY HOSPITAL,350 TERRACINA BLVD,OPEN,NON-PROFIT,1840020412
709,0031092352,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL RD,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840017803
710,0038691786,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,OPEN,NON-PROFIT,1840021730
711,0052192392,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 ELEVENTH ST,OPEN,PROPRIETARY,1840021731
712,0008492411,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DR,OPEN,NON-PROFIT,1840021728
713,0002092324,ARROWHEAD REGIONAL MEDICAL CENTER,400 N PEPPER AVE,OPEN,GOVERNMENT - LOCAL,1840019120
714,0044393545,SOUTHERN INYO HOSPITAL,501 E LOCUST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840017642
715,0044792404,ST. BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,OPEN,NON-PROFIT,1840021728
716,0046492307,PROVIDENCE ST. MARY MEDICAL CENTER,18300 US HIGHWAY 18,OPEN,NON-PROFIT,1840021733
717,0196784366,COMMUNITY HOSPITAL OF SAN BERNARDINO D/P APH,1805 MEDICAL CENTER DR,OPEN,NON-PROFIT,1840021728
718,0196784367,REDLANDS COMMUNITY HOSPITAL D/P APH,350 TERRACINA BLVD,OPEN,NON-PROFIT,1840020412
719,0196784368,ARROWHEAD REGIONAL MEDICAL CENTER D/P APH,400 N PEPPER AVE,OPEN,GOVERNMENT - LOCAL,1840019120
720,0025792373,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,1710 BARTON RD,OPEN,NON-PROFIT,1840020412
721,0005291710,CANYON RIDGE HOSPITAL,5353 G ST,OPEN,PROPRIETARY,1840019114
722,0003092411,BALLARD REHABILITATION HOSPITAL,1760 W 16TH ST,OPEN,PROPRIETARY,1840021728
723,0010192392,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,OPEN,PROPRIETARY,1840021731
724,0024091730,KINDRED HOSPITAL RANCHO,10841 WHITE OAK AVE,OPEN,PROPRIETARY,1840020411
725,0024192571,KINDRED HOSPITAL RIVERSIDE,2224 MEDICAL CENTER DR,OPEN,PROPRIETARY,1840020557
726,0009192882,CORONA REGIONAL MEDICAL CENTER,800 S MAIN ST,OPEN,PROPRIETARY,1840019305
727,0009092879,CORONA REGIONAL MEDICAL CENTER,730 MAGNOLIA AVE,OPEN,PROPRIETARY,1840019305
728,0010092262,DESERT REGIONAL MEDICAL CENTER,1150 N INDIAN CANYON DR,OPEN,PROPRIETARY,1840020556
729,0011792270,EISENHOWER MEDICAL CENTER,39000 BOB HOPE DR,OPEN,NON-PROFIT,1840020558
730,0016392543,HEMET GLOBAL MEDICAL CENTER,1117 E DEVONSHIRE AVE,OPEN,PROPRIETARY,1840020550
731,0017892201,JOHN F. KENNEDY MEMORIAL HOSPITAL,47111 MONROE ST,OPEN,PROPRIETARY,1840019304
732,0034092225,PALO VERDE HOSPITAL,250 N 1ST ST,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019299
733,0034592503,DOCTORS HOSPITAL OF RIVERSIDE,3865 JACKSON ST,OPEN,PROPRIETARY,1840020551
734,0037792506,PACIFIC GROVE HOSPITAL,5900 BROCKTON AVE,OPEN,PROPRIETARY,1840020551
735,0037892501,RIVERSIDE COMMUNITY HOSPITAL,4445 MAGNOLIA AVE,OPEN,PROPRIETARY,1840020551
736,0037992555,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,26520 CACTUS AVE,OPEN,GOVERNMENT - LOCAL,1840020552
737,0039292220,SAN GORGONIO MEMORIAL HOSPITAL,600 N HIGHLAND SPRINGS AVE,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840019297
738,0003892270,THE BETTY FORD CENTER,39000 BOB HOPE DR,OPEN,NON-PROFIT,1840020558
739,0044592595,SOUTHWEST HEALTHCARE SYSTEM,36485 INLAND VALLEY DR,OPEN,PROPRIETARY,1840022902
740,0038092503,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER D/P APH,9990 COUNTY FARM RD,OPEN,GOVERNMENT - LOCAL,1840020551
741,0044492562,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DR,OPEN,PROPRIETARY,1840020553
742,0019792505,KAISER FOUNDATION HOSPITAL - RIVERSIDE,10800 MAGNOLIA AVE,OPEN,NON-PROFIT,1840020551
743,0196784369,CORONA REGIONAL MEDICAL CENTER D/P APH,730 MAGNOLIA AVE,OPEN,PROPRIETARY,1840019305
744,0073693210,DEPARTMENT OF STATE HOSPITALS - COALINGA,24511 W JAYNE AVE,OPEN,GOVERNMENT - STATE,1840018945
745,0042592123,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVE,OPEN,NON-PROFIT,1840021990
746,0074693060,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,825 N 10TH ST,OPEN,GOVERNMENT - LOCAL,1840021842
747,0021594531,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,OPEN,NON-PROFIT,1840018903
748,0005590048,CEDAR SINAI MEDICAL CENTER,8700 BEVERLY BLVD,OPEN,NON-PROFIT,1840028098
749,0021395356,KAISER FOUNDATION HOSPITAL MODESTO,4601 DALE ROAD,OPEN,NON-PROFIT,1840020287
750,0018992618,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,6640 ALTON PKWY,OPEN,NON-PROFIT,1840019325
751,0196784370,STANFORD HOSPITAL TRANSPLANT,300 PASTEUR DR,OPEN,NON-PROFIT,1840028400
752,0048695993,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,OPEN,PROPRIETARY,1840021463
753,0021492555,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,27300 IRIS AVE,OPEN,NON-PROFIT,1840020552
754,0043590026,L.A. DOWNTOWN MEDICAL CENTER - D/P APH,1711 W TEMPLE ST,OPEN,PROPRIETARY,1840020491
755,0196784371,RADY CHILDREN'S HOSPITAL TRANSPLANT,3020 CHILDRENS WAY,OPEN,NON-PROFIT,1840021990
756,0196784372,UCSF ORGAN TRANSPLANT,505 PARNASSUS AVE,OPEN,GOVERNMENT - STATE,1840021543
757,0025892373,LOMA LINDA UNIVERSITY SURGICAL HOSPITAL,26780 BARTON RD,OPEN,NON-PROFIT,1840020412
758,0196784373,UNIVERSITY OF CALIFORNIA IRVINE - TRANSPLANT CENTER,101 THE CITY DR S,OPEN,GOVERNMENT - STATE,1840020582
759,0021795688,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DR,OPEN,NON-PROFIT,1840021498
760,0059192354,TOTALLY KIDS REHABILITATION HOSPITAL,1720 MOUNTAIN VIEW AVENUE,OPEN,PROPRIETARY,1840020406
761,0196784374,CALIFORNIA PACIFIC MEDICAL CENTER,2333 BUCHANAN ST,OPEN,NOT AVAILABLE,1840021543
762,0006290027,CHILDREN'S HOSPITAL OF LOS ANGELES,4650 W SUNSET BLVD,OPEN,NON-PROFIT,1840020491
763,0196784375,UNIVERSITY OF CALIFORNIA SAN DIEGO - TRANSPLANT,200 W ARBOR DR,OPEN,NOT AVAILABLE,1840021990
764,0002395401,"AURORA BEHAVIORAL HEALTHCARE - SANTA ROSA, LLC",1287 FULTON RD,OPEN,PROPRIETARY,1840021488
765,0016992618,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVE,OPEN,PROPRIETARY,1840019325
766,0000193230,ADVENTIST HEALTH HANFORD,115 MALL DR,OPEN,NON-PROFIT,1840020382
767,0026092563,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,28062 BAXTER ROAD,OPEN,NON-PROFIT,1840020553
768,0029894401,MILLS HEALTH CENTER D/P APH,100 S SAN MATEO DRIVE,OPEN,NON-PROFIT,1840021551
769,0021891761,KAISER FOUNDATION HOSPITAL - ONTARIO,2295 S VINEYARD AVE,OPEN,NON-PROFIT,1840020410
770,0021995051,KAISER PERMANENTE PSYCHIATRIC HEALTH FACILITY - SANTA CLARA,3840 HOMESTEAD RD,OPEN,NOT AVAILABLE,1840021571
771,0196784376,RADY CHILDREN'S HOSPITAL - SAN DIEGO - PSYCHIATRIC,3020 CHILDRENS WAY,OPEN,NON-PROFIT,1840021990
772,0072292025,PALOMAR MEDICAL CENTER,2185 CITRACADO PKWY,OPEN,GOVERNMENT - DISTRICT/AUTHORITY,1840020620
773,0039794578,SAN LEANDRO HOSPITAL,13855 E 14TH STREET,OPEN,GOVERNMENT - LOCAL,1840021538
774,0073892806,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,3440 E LA PALMA AVE,OPEN,NON-PROFIT,1840019322
